-0.6699649,-0.06492916,0.2125801
-0.6699598,-0.06500927,0.2126157
-0.6704089,-0.063297,0.2119653
-0.6704842,-0.06336237,0.2118894
-0.6701317,-0.06498223,0.2125058
-0.670227,-0.06503882,0.2124396
-0.6705112,-0.06183855,0.2131882
-0.6703115,-0.06495357,0.2126351
-0.6703959,-0.06474062,0.2126516
-0.6704443,-0.06460474,0.2127938
-0.6704983,-0.06462508,0.2128606
-0.6705402,-0.06431754,0.2130087
-0.670644,-0.0640256,0.2133464
-0.6707869,-0.06368065,0.2137927
-0.6708855,-0.06322342,0.2142961
-0.6710137,-0.06267124,0.2148204
-0.6715229,-0.06067626,0.2148146
-0.6712966,-0.06153327,0.215925
-0.6714991,-0.0609169,0.2164574
-0.6715991,-0.05999946,0.2167194
-0.6716953,-0.05685356,0.2192902
-0.6719222,-0.05584603,0.2199066
-0.67221,-0.05472313,0.2204606
-0.672514,-0.05348337,0.2208533
-0.6728118,-0.05209303,0.2212455
-0.6731699,-0.05080039,0.2213563
-0.6734827,-0.0491185,0.2217127
-0.6738701,-0.04790854,0.2214361
-0.6742273,-0.04636521,0.2216806
-0.6742273,-0.04636521,0.2216806
-0.6742273,-0.04636521,0.2216806
-0.6742273,-0.04636521,0.2216806
-0.6742273,-0.04636521,0.2216806
-0.6742273,-0.04636521,0.2216806
-0.6742273,-0.04636521,0.2216806
-0.6742273,-0.04636521,0.2216806
-0.6755462,-0.04000714,0.2259368
-0.6760489,-0.03837788,0.225509
-0.6764497,-0.03690498,0.2250464
-0.6768723,-0.03579164,0.224465
-0.6773106,-0.03463857,0.2238546
-0.6776936,-0.0331926,0.2236682
-0.6781769,-0.03191983,0.2227352
-0.6784116,-0.03095328,0.2221795
-0.678714,-0.02966636,0.2223158
-0.6791795,-0.02839991,0.2219474
-0.6794556,-0.02720795,0.2218922
-0.6801703,-0.02575358,0.2202996
-0.6808904,-0.0255502,0.2183788
-0.6811772,-0.0245007,0.218442
-0.6814316,-0.02371256,0.2184531
-0.6816531,-0.02297393,0.2183418
-0.6818419,-0.02222249,0.2185411
-0.6817986,-0.02163384,0.2187006
-0.6831456,-0.01896922,0.2143523
-0.683167,-0.01842412,0.2152479
-0.6815204,-0.02128565,0.2219113
-0.6816153,-0.02081837,0.2223993
-0.681461,-0.02053898,0.223413
-0.681415,-0.02052579,0.2241665
-0.6813219,-0.01983282,0.2253451
-0.6812692,-0.01961542,0.2262132
-0.6811087,-0.0190761,0.2275035
-0.6809162,-0.01917767,0.2289779
-0.6807944,-0.01850205,0.2301278
-0.6812747,-0.01690055,0.2291638
-0.6810923,-0.0165,0.2305815
-0.6805162,-0.01701919,0.2334397
-0.6803182,-0.01610156,0.2331648
-0.6801926,-0.01531707,0.2348644
-0.6800159,-0.01456282,0.2365438
-0.6794373,-0.01428933,0.238175
-0.6788429,-0.0148206,0.241646
-0.6784047,-0.01425809,0.2433935
-0.6779024,-0.01397107,0.2453091
-0.6770966,-0.01440767,0.2474854
-0.6764941,-0.01430968,0.250106
-0.6754331,-0.01445273,0.2526553
-0.6743654,-0.01523717,0.2553807
-0.6731848,-0.01561774,0.2589326
-0.6715723,-0.01663352,0.2622347
-0.6702841,-0.01753615,0.2661527
-0.6684919,-0.01971335,0.2699768
-0.6667089,-0.02094166,0.2745556
-0.6648847,-0.02216555,0.2797588
-0.6630156,-0.02384498,0.2843068
-0.6607265,-0.02548326,0.2892218
-0.6588214,-0.0256247,0.2938484
-0.6561986,-0.02713715,0.2996245
-0.6534022,-0.02910863,0.3056376
-0.6503501,-0.03136801,0.3118934
-0.6478991,-0.03257794,0.3164032
-0.6443172,-0.03494678,0.3228282
-0.6406081,-0.03755599,0.3296807
-0.6366741,-0.04026773,0.3365239
-0.6313751,-0.04431915,0.345933
-0.6275747,-0.04611566,0.3520783
-0.6220693,-0.0488913,0.3609208
-0.6160953,-0.05241867,0.3705549
-0.6104501,-0.05550868,0.3787071
-0.6045371,-0.05862429,0.3869303
-0.598387,-0.06160208,0.395034
-0.5919539,-0.06503616,0.4031554
-0.5856342,-0.0679241,0.4106563
-0.5784097,-0.07159385,0.4190893
-0.5707748,-0.07507838,0.4276434
-0.5625036,-0.07853749,0.436426
-0.553918,-0.08142406,0.4453271
-0.5450335,-0.0847524,0.4539885
-0.5354326,-0.08764187,0.4630292
-0.5255814,-0.0907263,0.4716938
-0.5160162,-0.09231012,0.4798102
