-0.270926,-0.213879,0.4967165
-0.2710706,-0.2140373,0.4965827
-0.2711664,-0.214338,0.4964351
-0.2712708,-0.2145153,0.4963346
-0.2713855,-0.2145857,0.4962724
-0.2713178,-0.2150088,0.4961454
-0.2714514,-0.2149458,0.4961282
-0.2714685,-0.2150545,0.4960877
-0.2715096,-0.2151038,0.4960385
-0.2715372,-0.2152112,0.4959626
-0.2716395,-0.2154784,0.4958102
-0.27167,-0.2155693,0.4957368
-0.2717177,-0.2159051,0.4955391
-0.2717232,-0.2160075,0.495437
-0.2717343,-0.2162594,0.4953137
-0.2717887,-0.2165006,0.4951837
-0.2718813,-0.2167899,0.4950206
-0.2720449,-0.2171202,0.4947776
-0.2718381,-0.2172775,0.4947346
-0.2718825,-0.2174405,0.4945973
-0.2718398,-0.2177142,0.4944626
-0.2718474,-0.2179259,0.4943296
-0.2717635,-0.2180202,0.4942849
-0.2716461,-0.2181194,0.4942214
-0.2715941,-0.2182946,0.4941019
-0.2716164,-0.2185517,0.4938613
-0.271587,-0.2189611,0.4936929
-0.2713542,-0.219094,0.49365
-0.2711317,-0.2189055,0.4936644
-0.2711317,-0.2189055,0.4936644
-0.2711317,-0.2189055,0.4936644
-0.2711317,-0.2189055,0.4936644
-0.2711317,-0.2189055,0.4936644
-0.2711317,-0.2189055,0.4936644
-0.2711317,-0.2189055,0.4936644
-0.2711317,-0.2189055,0.4936644
-0.2711317,-0.2189055,0.4936644
-0.2711317,-0.2189055,0.4936644
-0.2711317,-0.2189055,0.4936644
-0.2711317,-0.2189055,0.4936644
-0.2711317,-0.2189055,0.4936644
-0.2711317,-0.2189055,0.4936644
-0.2711317,-0.2189055,0.4936644
-0.2665308,-0.2208753,0.4945849
-0.2657834,-0.2205345,0.4951373
-0.2648965,-0.2200364,0.4958145
-0.2640002,-0.219521,0.4965601
-0.2632107,-0.2189628,0.4975429
-0.262112,-0.2182137,0.498429
-0.260992,-0.2173828,0.4994157
-0.2554995,-0.2100615,0.5058689
-0.2544105,-0.2092676,0.506772
